Date,Price,Open,High,Low,Vol.Change %,True Range,Max_Range,Min_Range,Simple Moving Average ,Del C,Output(3 Days)
19-01-2015,1.5111,1.5169,1.5181,1.5105,-0.26%,0.0259,1.5587,1.5034,1.83028,0.0407999999999973,1.501
20-01-2015,1.5145,1.5112,1.5201,1.5057,0.22%,0.0259,1.5587,1.5034,1.8262,0.0472999999999999,1.499
21-01-2015,1.5143,1.5144,1.5179,1.5075,-0.01%,0.0161,1.5337,1.5034,1.82147,0.0188000000000024,1.508
22-01-2015,1.501,1.5143,1.5213,1.4971,-0.88%,0.0161,1.5275,1.5034,1.81959,0.0106000000000002,1.5197
23-01-2015,1.499,1.501,1.5038,1.495,-0.13%,0.0242,1.5269,1.5034,1.81853,0.0140999999999991,1.5135
26-01-2015,1.508,1.4987,1.5103,1.4975,0.60%,0.0242,1.5269,1.5034,1.81712,0.0122,1.5067
27-01-2015,1.5197,1.5077,1.5223,1.5059,0.78%,0.0242,1.5269,1.5057,1.8159,0.00130000000000052,1.5069
28-01-2015,1.5135,1.5198,1.5221,1.5128,-0.41%,0.0242,1.5269,1.4971,1.81577,-0.00140000000000029,1.504
29-01-2015,1.5067,1.5135,1.5164,1.5017,-0.45%,0.0242,1.5269,1.495,1.81591,0.00349999999999895,1.5166
30-01-2015,1.5069,1.5068,1.5098,1.499,0.01%,0.0242,1.5269,1.495,1.81556,0.00919999999999988,1.5183
02-02-2015,1.504,1.5086,1.5101,1.5005,-0.19%,0.0242,1.5269,1.495,1.81464,0.0150000000000006,1.5328
03-02-2015,1.5166,1.5038,1.5196,1.4987,0.84%,0.0242,1.5237,1.495,1.81314,0.0146999999999977,1.5246
04-02-2015,1.5183,1.5168,1.5252,1.5137,0.11%,0.0242,1.5223,1.495,1.81167,0.00010000000000332,1.5215
05-02-2015,1.5328,1.5181,1.5347,1.5164,0.96%,0.0242,1.5252,1.495,1.81166,-0.00690000000000168,1.5254
06-02-2015,1.5246,1.533,1.5354,1.521,-0.53%,0.0242,1.5347,1.495,1.81235,-0.0185999999999993,1.5238
09-02-2015,1.5215,1.5249,1.5272,1.5203,-0.20%,0.0242,1.5354,1.495,1.81421,-0.0106000000000002,1.5385
10-02-2015,1.5254,1.5215,1.5277,1.5197,0.26%,0.0209000000000001,1.5354,1.495,1.81527,-0.020500000000002,1.54
11-02-2015,1.5238,1.5251,1.5301,1.5218,-0.10%,0.0209000000000001,1.5354,1.4975,1.81732,-0.0263999999999989,1.5362
12-02-2015,1.5385,1.5234,1.5417,1.521,0.96%,0.0209000000000001,1.5354,1.4987,1.81996,-0.0156999999999989,1.5354
13-02-2015,1.54,1.5385,1.5425,1.5372,0.10%,0.0209000000000001,1.5417,1.4987,1.82153,-0.0186999999999991,1.5435
16-02-2015,1.5362,1.5402,1.5445,1.534,-0.25%,0.0209000000000001,1.5425,1.4987,1.8234,-0.0267000000000017,1.5413
17-02-2015,1.5354,1.5362,1.5403,1.5316,-0.05%,0.0209000000000001,1.5445,1.4987,1.82607,-0.029399999999999,1.54
18-02-2015,1.5435,1.5357,1.5483,1.5344,0.53%,0.0209000000000001,1.5445,1.4987,1.82901,-0.0271000000000008,1.5457
19-02-2015,1.5413,1.5433,1.5466,1.5402,-0.14%,0.0209000000000001,1.5483,1.4987,1.83172,-0.0395000000000003,1.5455
20-02-2015,1.54,1.5413,1.5435,1.5343,-0.08%,0.0207000000000002,1.5483,1.5137,1.83567,-0.0244999999999997,1.5528
23-02-2015,1.5457,1.5398,1.5478,1.5334,0.37%,0.0207000000000002,1.5483,1.5164,1.83812,-0.0216999999999992,1.5406
24-02-2015,1.5455,1.5456,1.5475,1.5402,-0.01%,0.0207000000000002,1.5483,1.5197,1.84029,-0.0126000000000026,1.5434
25-02-2015,1.5528,1.5452,1.5539,1.5444,0.47%,0.0207000000000002,1.5483,1.5197,1.84155,-0.0202999999999989,1.5364
26-02-2015,1.5406,1.5528,1.5553,1.5391,-0.79%,0.0207000000000002,1.5539,1.5197,1.84358,-0.0312999999999981,1.5361
27-02-2015,1.5434,1.5406,1.5461,1.5384,0.18%,0.0207000000000002,1.5553,1.521,1.84671,-0.015500000000003,1.5264
02-03-2015,1.5364,1.5437,1.5445,1.5349,-0.45%,0.0207000000000002,1.5553,1.521,1.84826,-0.0202999999999989,1.5241
03-03-2015,1.5361,1.5363,1.5399,1.5344,-0.02%,0.0162,1.5553,1.5316,1.85029,0.00220000000000198,1.5038
04-03-2015,1.5264,1.5361,1.5373,1.5249,-0.63%,0.0162,1.5553,1.5316,1.85007,0.00409999999999755,1.5128
05-03-2015,1.5241,1.5264,1.527,1.5214,-0.15%,0.0162,1.5553,1.5316,1.84966,0.00980000000000203,1.507
06-03-2015,1.5038,1.524,1.5257,1.5029,-1.33%,0.0162,1.5553,1.5334,1.84868,0.0116999999999976,1.4929
09-03-2015,1.5128,1.5038,1.5137,1.5023,0.60%,0.0228000000000002,1.5553,1.5334,1.84751,0.0395000000000003,1.4882
10-03-2015,1.507,1.5132,1.5133,1.5031,-0.38%,0.0228000000000002,1.5553,1.5249,1.84356,0.028100000000002,1.4744
11-03-2015,1.4929,1.5069,1.51,1.4896,-0.94%,0.0228000000000002,1.5553,1.5214,1.84075,0.0328999999999979,1.4829
12-03-2015,1.4882,1.4928,1.5027,1.4848,-0.31%,0.0228000000000002,1.5553,1.5029,1.83746,0.0528000000000013,1.4745
13-03-2015,1.4744,1.4883,1.4897,1.4698,-0.93%,0.0228000000000002,1.5553,1.5023,1.83218,0.0568999999999988,1.4978
16-03-2015,1.4829,1.4744,1.4855,1.4731,0.58%,0.0228000000000002,1.5553,1.5023,1.82649,0.078400000000002,1.4752
17-03-2015,1.4745,1.4827,1.4845,1.4722,-0.57%,0.0228000000000002,1.5461,1.4896,1.81865,0.0579000000000001,1.4951
18-03-2015,1.4978,1.4745,1.5149,1.4634,1.58%,0.0228000000000002,1.5445,1.4848,1.81286,0.0691999999999986,1.4952
19-03-2015,1.4752,1.4982,1.5013,1.469,-1.51%,0.0514999999999999,1.5399,1.4698,1.80594,0.0381,1.4851
20-03-2015,1.4951,1.4753,1.499,1.4722,1.35%,0.0514999999999999,1.5373,1.4698,1.80213,0.0608000000000004,1.488
23-03-2015,1.4952,1.497,1.499,1.484,0.01%,0.0514999999999999,1.527,1.4698,1.79605,0.029399999999999,1.485
24-03-2015,1.4851,1.4952,1.4985,1.484,-0.68%,0.0514999999999999,1.5257,1.4634,1.79311,0.0288000000000004,1.4878
25-03-2015,1.488,1.4851,1.4956,1.4829,0.20%,0.0514999999999999,1.5149,1.4634,1.79023,0.0186999999999991,1.481
26-03-2015,1.485,1.4881,1.4995,1.4807,-0.20%,0.0514999999999999,1.5149,1.4634,1.78836,0.0251000000000019,1.4818
27-03-2015,1.4878,1.485,1.4924,1.4796,0.19%,0.0514999999999999,1.5149,1.4634,1.78585,0.0218999999999987,1.4823
30-03-2015,1.481,1.488,1.4903,1.4754,-0.46%,0.0514999999999999,1.5149,1.4634,1.78366,0.00479999999999947,1.4829
31-03-2015,1.4818,1.4811,1.4873,1.4754,0.05%,0.0514999999999999,1.5149,1.4634,1.78318,0.00720000000000098,1.4921
01-04-2015,1.4823,1.4817,1.4873,1.4739,0.03%,0.0514999999999999,1.5149,1.4634,1.78246,-0.00730000000000075,1.488
02-04-2015,1.4829,1.4826,1.487,1.4779,0.04%,0.0514999999999999,1.5149,1.4634,1.78319,9.99999999997669E-05,1.4808
03-04-2015,1.4921,1.4827,1.4945,1.481,0.62%,0.0514999999999999,1.5149,1.4634,1.78318,-0.00819999999999865,1.4867
06-04-2015,1.488,1.4922,1.4983,1.4869,-0.27%,0.0323,1.5013,1.469,1.784,0.00600000000000023,1.4714
07-04-2015,1.4808,1.488,1.4922,1.4801,-0.48%,0.0268000000000002,1.4995,1.4722,1.7834,-0.0126999999999988,1.4632
08-04-2015,1.4867,1.4806,1.4975,1.4804,0.40%,0.0188000000000002,1.4995,1.4739,1.78467,0.0163999999999973,1.4676
09-04-2015,1.4714,1.4867,1.4888,1.4682,-1.03%,0.0188000000000002,1.4995,1.4739,1.78303,0.00850000000000151,1.478
10-04-2015,1.4632,1.4712,1.4726,1.4587,-0.56%,0.0206,1.4995,1.4739,1.78218,0.0138999999999996,1.4842
13-04-2015,1.4676,1.4638,1.4687,1.4569,0.30%,0.0206,1.4995,1.4739,1.78079,0.0243000000000002,1.4935
14-04-2015,1.478,1.4674,1.4805,1.4605,0.71%,0.0206,1.4983,1.4739,1.77836,0.0176000000000016,1.4962
15-04-2015,1.4842,1.4781,1.4857,1.4704,0.42%,0.0206,1.4983,1.4682,1.7766,0.00989999999999824,1.4906
16-04-2015,1.4935,1.484,1.4971,1.4813,0.63%,0.0206,1.4983,1.4587,1.77561,-0.00290000000000035,1.4926
17-04-2015,1.4962,1.4933,1.5055,1.4916,0.18%,0.0206,1.4983,1.4569,1.7759,-0.0115999999999978,1.5036
20-04-2015,1.4906,1.496,1.4986,1.4889,-0.37%,0.0206,1.5055,1.4569,1.77706,-0.0134000000000007,1.5059
21-04-2015,1.4926,1.4908,1.4978,1.4858,0.13%,0.0206,1.5055,1.4569,1.7784,-0.00810000000000244,1.5189
22-04-2015,1.5036,1.4926,1.5084,1.4914,0.74%,0.0206,1.5055,1.4569,1.77921,-0.000399999999999068,1.5238
23-04-2015,1.5059,1.5036,1.5071,1.496,0.15%,0.0206,1.5084,1.4569,1.77925,-0.0155999999999992,1.5338
24-04-2015,1.5189,1.5055,1.5191,1.5027,0.86%,0.0206,1.5084,1.4569,1.78081,-0.0248999999999988,1.544
27-04-2015,1.5238,1.5171,1.5265,1.5109,0.32%,0.0206,1.5191,1.4569,1.7833,-0.0304000000000002,1.5351
28-04-2015,1.5338,1.5239,1.5343,1.5176,0.66%,0.02,1.5265,1.4569,1.78634,-0.0527000000000015,1.5141
29-04-2015,1.544,1.5342,1.55,1.5329,0.67%,0.02,1.5343,1.4569,1.79161,-0.0703999999999994,1.512
30-04-2015,1.5351,1.544,1.5492,1.5303,-0.58%,0.02,1.55,1.4605,1.79865,-0.0765999999999991,1.5183
01-05-2015,1.5141,1.5351,1.5398,1.5114,-1.37%,0.0188999999999999,1.55,1.4704,1.80631,-0.0570000000000022,1.5245
04-05-2015,1.512,1.5143,1.5176,1.509,-0.14%,0.0284,1.55,1.4813,1.81201,-0.0303000000000004,1.5246
05-05-2015,1.5183,1.5122,1.5219,1.509,0.42%,0.0284,1.55,1.4858,1.81504,-0.0188999999999986,1.5457
06-05-2015,1.5245,1.5179,1.5292,1.515,0.41%,0.0284,1.55,1.4858,1.81693,-0.0218999999999987,1.5587
07-05-2015,1.5246,1.5244,1.5276,1.5164,0.01%,0.0284,1.55,1.4858,1.81912,-0.0335999999999999,1.5671
08-05-2015,1.5457,1.5246,1.5524,1.5244,1.38%,0.0284,1.55,1.4914,1.82248,-0.032,1.5745
11-05-2015,1.5587,1.5446,1.5614,1.5393,0.84%,0.0284,1.5524,1.496,1.82568,-0.0410000000000004,1.5776
12-05-2015,1.5671,1.5591,1.5717,1.5561,0.54%,0.0284,1.5614,1.5027,1.82978,-0.0535999999999994,1.5723
13-05-2015,1.5745,1.5667,1.577,1.5633,0.47%,0.0284,1.5717,1.509,1.83514,-0.0496000000000016,1.5653
14-05-2015,1.5776,1.5745,1.5817,1.5729,0.20%,0.0284,1.577,1.509,1.8401,-0.0505999999999993,1.551
15-05-2015,1.5723,1.5776,1.5809,1.5701,-0.34%,0.0284,1.5817,1.509,1.84516,-0.0434000000000019,1.5537
18-05-2015,1.5653,1.5736,1.5751,1.5639,-0.45%,0.0284,1.5817,1.509,1.8495,-0.0295999999999985,1.5662
19-05-2015,1.551,1.5649,1.5671,1.5447,-0.91%,0.0284,1.5817,1.509,1.85246,-0.0298000000000016,1.549
20-05-2015,1.5537,1.5509,1.5591,1.5473,0.17%,0.028,1.5817,1.509,1.85544,-0.0366,1.5471
21-05-2015,1.5662,1.5533,1.5701,1.5522,0.80%,0.028,1.5817,1.509,1.8591,-0.0411000000000001,1.5385
22-05-2015,1.549,1.5662,1.5691,1.5457,-1.10%,0.028,1.5817,1.515,1.86321,-0.0482999999999976,1.5355
25-05-2015,1.5471,1.5486,1.5512,1.546,-0.12%,0.028,1.5817,1.5164,1.86804,-0.0242000000000004,1.5316
26-05-2015,1.5385,1.5469,1.548,1.5356,-0.56%,0.028,1.5817,1.5244,1.87046,-0.0223000000000013,1.5291
27-05-2015,1.5355,1.5385,1.5439,1.5301,-0.19%,0.0233999999999999,1.5817,1.5393,1.87269,0.00609999999999999,1.5201
28-05-2015,1.5316,1.5356,1.5387,1.5261,-0.25%,0.0233999999999999,1.5817,1.5447,1.87208,0.0235000000000021,1.5344
29-05-2015,1.5291,1.5317,1.5345,1.5237,-0.16%,0.0233999999999999,1.5817,1.5447,1.86973,0.0350000000000001,1.5341
01-06-2015,1.5201,1.5292,1.5305,1.5169,-0.59%,0.0233999999999999,1.5817,1.5356,1.86623,0.0452999999999975,1.5366
02-06-2015,1.5344,1.5202,1.5368,1.518,0.94%,0.0233999999999999,1.5809,1.5301,1.8617,0.0574000000000012,1.5272
03-06-2015,1.5341,1.5347,1.538,1.5254,-0.02%,0.0233999999999999,1.5751,1.5261,1.85596,0.0389000000000017,1.535
04-06-2015,1.5366,1.5341,1.5442,1.5303,0.16%,0.0233999999999999,1.5701,1.5237,1.85207,0.0307999999999993,1.5386
05-06-2015,1.5272,1.5362,1.5371,1.519,-0.61%,0.0233999999999999,1.5701,1.5169,1.84899,0.0146999999999977,1.553
08-06-2015,1.535,1.5261,1.5365,1.5221,0.51%,0.0233999999999999,1.5701,1.5169,1.84752,0.0272000000000006,1.5518
09-06-2015,1.5386,1.535,1.5391,1.5258,0.23%,0.0233999999999999,1.5691,1.5169,1.8448,0.0312000000000019,1.5559
10-06-2015,1.553,1.5385,1.5553,1.5368,0.94%,0.0187999999999999,1.5512,1.5169,1.84168,0.0100999999999978,1.5601
11-06-2015,1.5518,1.5531,1.5538,1.5425,-0.08%,0.0187999999999999,1.5553,1.5169,1.84067,-0.00619999999999976,1.5648
12-06-2015,1.5559,1.5517,1.5603,1.5471,0.26%,0.0187999999999999,1.5553,1.5169,1.84129,-0.0131999999999977,1.5833
15-06-2015,1.5601,1.5563,1.5614,1.5487,0.27%,0.0187999999999999,1.5603,1.5169,1.84261,-0.0207000000000015,1.5881
16-06-2015,1.5648,1.5604,1.5657,1.5543,0.30%,0.0187999999999999,1.5614,1.5169,1.84468,-0.0287000000000006,1.5884
17-06-2015,1.5833,1.5648,1.585,1.5625,1.18%,0.0187999999999999,1.5657,1.5169,1.84755,-0.0355999999999987,1.5825
18-06-2015,1.5881,1.5833,1.593,1.5805,0.30%,0.0225,1.585,1.518,1.85111,-0.0631000000000022,1.573
19-06-2015,1.5884,1.5881,1.5897,1.5835,0.02%,0.0225,1.593,1.519,1.85742,-0.0533999999999999,1.5706
22-06-2015,1.5825,1.587,1.5912,1.5806,-0.37%,0.0225,1.593,1.519,1.86276,-0.0528999999999975,1.5747
23-06-2015,1.573,1.5821,1.5833,1.5705,-0.60%,0.0225,1.593,1.519,1.86805,-0.0458999999999996,1.5752
24-06-2015,1.5706,1.5731,1.5806,1.567,-0.15%,0.0225,1.593,1.5221,1.87264,-0.0470000000000006,1.5739
25-06-2015,1.5747,1.5705,1.5773,1.5677,0.26%,0.0225,1.593,1.5258,1.87734,-0.0355000000000025,1.5709
26-06-2015,1.5752,1.5746,1.5768,1.5708,0.03%,0.0225,1.593,1.5368,1.88089,-0.0360999999999976,1.5618
29-06-2015,1.5739,1.5694,1.5789,1.5665,-0.08%,0.0225,1.593,1.5425,1.8845,-0.0163000000000011,1.5609
30-06-2015,1.5709,1.5741,1.5778,1.5694,-0.19%,0.0225,1.593,1.5471,1.88613,-0.0224000000000011,1.557
01-07-2015,1.5618,1.5713,1.5737,1.5594,-0.58%,0.0225,1.593,1.5487,1.88837,-0.014999999999997,1.5606
02-07-2015,1.5609,1.5616,1.5641,1.5563,-0.06%,0.0225,1.593,1.5543,1.88987,-0.00120000000000076,1.5462
03-07-2015,1.557,1.561,1.5646,1.5558,-0.25%,0.0225,1.593,1.5625,1.88999,0.00379999999999825,1.5362
06-07-2015,1.5606,1.5538,1.5633,1.5535,0.23%,0.0143000000000002,1.593,1.5665,1.88961,0.0295000000000023,1.538
07-07-2015,1.5462,1.5602,1.561,1.5414,-0.92%,0.0143000000000002,1.5912,1.5594,1.88666,0.0278999999999989,1.5526
08-07-2015,1.5362,1.5463,1.5467,1.533,-0.65%,0.0195999999999998,1.5912,1.5563,1.88387,0.0406999999999975,1.5488
09-07-2015,1.538,1.5361,1.5423,1.5344,0.12%,0.0195999999999998,1.5833,1.5558,1.8798,0.0460000000000029,1.5636
10-07-2015,1.5526,1.5381,1.5551,1.5362,0.95%,0.0195999999999998,1.5806,1.5535,1.8752,0.0350000000000001,1.5637
13-07-2015,1.5488,1.5505,1.5591,1.548,-0.24%,0.0195999999999998,1.5789,1.5414,1.8717,0.0199999999999996,1.561
14-07-2015,1.5636,1.5491,1.5644,1.5455,0.96%,0.0195999999999998,1.5789,1.533,1.8697,0.0254999999999974,1.5609
15-07-2015,1.5637,1.5634,1.5676,1.5577,0.01%,0.0195999999999998,1.5789,1.533,1.86715,0.00600000000000023,1.5566
16-07-2015,1.561,1.5642,1.5654,1.5562,-0.17%,0.0195999999999998,1.5778,1.533,1.86655,0.0099000000000018,1.5558
17-07-2015,1.5609,1.561,1.5672,1.5555,-0.01%,0.0195999999999998,1.5737,1.533,1.86556,0.0103000000000009,1.5614
20-07-2015,1.5566,1.561,1.5629,1.5539,-0.28%,0.0195999999999998,1.5676,1.533,1.86453,0.000599999999998602,1.5514
21-07-2015,1.5558,1.5562,1.5591,1.5528,-0.05%,0.0195999999999998,1.5676,1.533,1.86447,0.00479999999999947,1.5514
22-07-2015,1.5614,1.5558,1.5646,1.5545,0.36%,0.0195999999999998,1.5676,1.533,1.86399,-0.00199999999999889,1.5558
23-07-2015,1.5514,1.5616,1.5673,1.5501,-0.64%,0.0195999999999998,1.5676,1.533,1.86419,-0.00140000000000029,1.5611
24-07-2015,1.5514,1.5514,1.5527,1.5467,0.00%,0.0188999999999999,1.5676,1.533,1.86433,-0.00509999999999877,1.5604
27-07-2015,1.5558,1.5511,1.5596,1.5492,0.28%,0.0188999999999999,1.5676,1.5344,1.86484,-0.0150000000000006,1.5602
28-07-2015,1.5611,1.5558,1.5629,1.5528,0.34%,0.0188999999999999,1.5676,1.5362,1.86634,-0.0177000000000014,1.5624
29-07-2015,1.5604,1.5614,1.5692,1.5589,-0.04%,0.0188999999999999,1.5676,1.5455,1.86811,-0.0108999999999995,1.5587
30-07-2015,1.5602,1.5598,1.564,1.5562,-0.01%,0.0188999999999999,1.5692,1.5455,1.8692,-0.0106999999999999,1.5564
31-07-2015,1.5624,1.5602,1.5679,1.5549,0.14%,0.0171999999999999,1.5692,1.5467,1.87027,0.00319999999999965,1.5602
03-08-2015,1.5587,1.5627,1.5648,1.5566,-0.24%,0.0171999999999999,1.5692,1.5467,1.86995,0.00150000000000006,1.5512
04-08-2015,1.5564,1.5589,1.5636,1.5557,-0.15%,0.0171999999999999,1.5692,1.5467,1.8698,0.00209999999999866,1.5497
05-08-2015,1.5602,1.5564,1.5652,1.5526,0.24%,0.0171999999999999,1.5692,1.5467,1.86959,0.00460000000000349,1.5587
06-08-2015,1.5512,1.5602,1.5638,1.5468,-0.58%,0.0171999999999999,1.5692,1.5467,1.86913,-0.00400000000000134,1.5573
07-08-2015,1.5497,1.5509,1.5545,1.5423,-0.10%,0.0171999999999999,1.5692,1.5467,1.86953,0.00489999999999924,1.5615
10-08-2015,1.5587,1.5491,1.5605,1.5456,0.58%,0.0171999999999999,1.5692,1.5467,1.86904,0.0124999999999993,1.561
11-08-2015,1.5573,1.5587,1.5613,1.5553,-0.09%,0.0170000000000001,1.5692,1.5467,1.86779,-0.0072999999999972,1.5646
12-08-2015,1.5615,1.5571,1.5662,1.5534,0.27%,0.0170000000000001,1.5692,1.5468,1.86852,-0.00600000000000023,1.5587
13-08-2015,1.561,1.561,1.564,1.5575,-0.03%,0.0170000000000001,1.5692,1.5423,1.86912,-0.00520000000000209,1.5661
14-08-2015,1.5646,1.5608,1.5661,1.5589,0.23%,0.0170000000000001,1.5692,1.5423,1.86964,0.000600000000002154,1.568
17-08-2015,1.5587,1.5645,1.5692,1.5582,-0.38%,0.0170000000000001,1.5679,1.5423,1.86958,-0.0046999999999997,1.5688
18-08-2015,1.5661,1.5591,1.5722,1.5565,0.47%,0.0170000000000001,1.5692,1.5423,1.87005,0.00109999999999744,1.5697
19-08-2015,1.568,1.5657,1.5701,1.5635,0.12%,0.0170000000000001,1.5722,1.5423,1.86994,-0.00300000000000011,1.5776
20-08-2015,1.5688,1.5678,1.5702,1.5605,0.05%,0.0170000000000001,1.5722,1.5423,1.87024,-0.00890000000000057,1.5688
21-08-2015,1.5697,1.5687,1.5725,1.5657,0.06%,0.0170000000000001,1.5722,1.5423,1.87113,-0.0122999999999998,1.5459
24-08-2015,1.5776,1.5701,1.5804,1.563,0.50%,0.0170000000000001,1.5725,1.5423,1.87236,-0.00989999999999824,1.54
25-08-2015,1.5688,1.5778,1.582,1.5679,-0.56%,0.0174000000000001,1.5804,1.5423,1.87335,-0.0269000000000013,1.5393
26-08-2015,1.5459,1.5687,1.572,1.545,-1.46%,0.0174000000000001,1.582,1.5456,1.87604,-0.0196000000000005,1.5343
27-08-2015,1.54,1.546,1.5509,1.5369,-0.38%,0.0270000000000001,1.582,1.5534,1.878,0.0127000000000024,1.5303
28-08-2015,1.5393,1.5401,1.5445,1.5335,-0.05%,0.0270000000000001,1.582,1.5534,1.87673,0.0169999999999995,1.5301
31-08-2015,1.5343,1.5394,1.5437,1.5336,-0.32%,0.0270000000000001,1.582,1.5565,1.87503,0.0215999999999994,1.5257
01-09-2015,1.5303,1.5343,1.5408,1.5298,-0.26%,0.0270000000000001,1.582,1.545,1.87287,0.0264999999999986,1.5171
02-09-2015,1.5301,1.5302,1.5327,1.5265,-0.01%,0.0270000000000001,1.582,1.5369,1.87022,0.0343000000000018,1.527
03-09-2015,1.5257,1.5299,1.5316,1.5219,-0.29%,0.0270000000000001,1.582,1.5335,1.86679,0.0291999999999995,1.5396
04-09-2015,1.5171,1.5258,1.5276,1.5163,-0.56%,0.0270000000000001,1.582,1.5335,1.86387,0.0398999999999994,1.5368
07-09-2015,1.527,1.5179,1.5289,1.5169,0.65%,0.0270000000000001,1.582,1.5298,1.85988,0.0499000000000009,1.5446
08-09-2015,1.5396,1.5275,1.5413,1.5267,0.83%,0.0270000000000001,1.582,1.5265,1.85489,0.0411999999999999,1.5429
09-09-2015,1.5368,1.54,1.5409,1.5352,-0.18%,0.0270000000000001,1.582,1.5219,1.85077,0.0301000000000009,1.5426
10-09-2015,1.5446,1.5366,1.5478,1.5339,0.51%,0.0270000000000001,1.582,1.5163,1.84776,0.0411999999999999,1.5342
11-09-2015,1.5429,1.5442,1.5465,1.54,-0.11%,0.0270000000000001,1.572,1.5163,1.84364,0.0244999999999997,1.5493
14-09-2015,1.5426,1.5422,1.5473,1.5373,-0.02%,0.0145999999999999,1.5509,1.5163,1.84119,0.00379999999999825,1.5591
15-09-2015,1.5342,1.5425,1.5457,1.5326,-0.54%,0.0145999999999999,1.5478,1.5163,1.84081,-0.00239999999999796,1.5532
16-09-2015,1.5493,1.5341,1.5529,1.5328,0.98%,0.0145999999999999,1.5478,1.5163,1.84105,0.00529999999999831,1.5507
17-09-2015,1.5591,1.5492,1.5632,1.5488,0.63%,0.0201,1.5529,1.5163,1.84052,-0.0149000000000008,1.5365
18-09-2015,1.5532,1.5589,1.5659,1.5513,-0.38%,0.0201,1.5632,1.5163,1.84201,-0.0286999999999971,1.5246
21-09-2015,1.5507,1.5535,1.5568,1.548,-0.16%,0.0201,1.5659,1.5163,1.84488,-0.0236000000000018,1.5241
22-09-2015,1.5365,1.5505,1.5531,1.5341,-0.92%,0.0201,1.5659,1.5163,1.84724,-0.0246999999999993,1.5182
23-09-2015,1.5246,1.5362,1.537,1.5221,-0.77%,0.0201,1.5659,1.5169,1.84971,-0.0183,1.5174
24-09-2015,1.5241,1.5241,1.5289,1.5199,-0.03%,0.0201,1.5659,1.5267,1.85154,0.00339999999999918,1.5151
25-09-2015,1.5182,1.5241,1.5261,1.5134,-0.39%,0.0201,1.5659,1.5326,1.8512,0.015900000000002,1.5129
28-09-2015,1.5174,1.5184,1.5243,1.5158,-0.05%,0.0201,1.5659,1.5326,1.84961,0.0182000000000002,1.5129
29-09-2015,1.5151,1.5175,1.5208,1.513,-0.15%,0.0201,1.5659,1.5221,1.84779,0.0266999999999982,1.5182
30-09-2015,1.5129,1.5149,1.5214,1.5107,-0.15%,0.0201,1.5659,1.5199,1.84512,0.0273000000000003,1.5144
01-10-2015,1.5129,1.5128,1.518,1.5107,0.00%,0.0201,1.5659,1.5134,1.84239,0.0296999999999983,1.5227
02-10-2015,1.5182,1.5127,1.5238,1.5124,0.35%,0.0201,1.5659,1.5134,1.83942,0.0214000000000034,1.5318
05-10-2015,1.5144,1.5178,1.5244,1.5135,-0.25%,0.0189999999999999,1.5659,1.513,1.83728,0.0313999999999979,1.5349
06-10-2015,1.5227,1.5149,1.5248,1.5143,0.55%,0.0189999999999999,1.5659,1.5107,1.83414,0.0440000000000005,1.5304
07-10-2015,1.5318,1.5229,1.5343,1.5223,0.60%,0.0189999999999999,1.5568,1.5107,1.82974,0.0305999999999997,1.5345
08-10-2015,1.5349,1.5319,1.5377,1.5263,0.20%,0.0189999999999999,1.5531,1.5107,1.82668,0.0185999999999993,1.5248
09-10-2015,1.5304,1.5347,1.5384,1.5298,-0.29%,0.0148999999999999,1.5377,1.5107,1.82482,0.00150000000000006,1.5477
12-10-2015,1.5345,1.5318,1.5374,1.531,0.27%,0.0126999999999999,1.5384,1.5107,1.82467,-0.00769999999999982,1.5457
13-10-2015,1.5248,1.5351,1.5391,1.5202,-0.63%,0.0126999999999999,1.5384,1.5107,1.82544,-0.0109999999999992,1.5436
14-10-2015,1.5477,1.525,1.5499,1.5249,1.50%,0.0188999999999999,1.5391,1.5107,1.82654,-0.00659999999999883,1.5465
15-10-2015,1.5457,1.5478,1.5513,1.5418,-0.13%,0.0250000000000001,1.5499,1.5107,1.8272,-0.0303000000000004,1.5441
16-10-2015,1.5436,1.5454,1.5486,1.5429,-0.14%,0.0250000000000001,1.5513,1.5107,1.83023,-0.0305,1.5419
19-10-2015,1.5465,1.5435,1.5501,1.5429,0.19%,0.0250000000000001,1.5513,1.5107,1.83328,-0.0306999999999995,1.5394
20-10-2015,1.5441,1.5464,1.5505,1.5432,-0.16%,0.0250000000000001,1.5513,1.5124,1.83635,-0.0337000000000032,1.5314
21-10-2015,1.5419,1.5444,1.548,1.5412,-0.14%,0.0250000000000001,1.5513,1.5135,1.83972,-0.0265999999999984,1.535
22-10-2015,1.5394,1.5419,1.5509,1.537,-0.16%,0.0250000000000001,1.5513,1.5143,1.84238,-0.027000000000001,1.5297
23-10-2015,1.5314,1.5393,1.542,1.5303,-0.52%,0.0250000000000001,1.5513,1.5202,1.84508,-0.0163999999999973,1.5261
26-10-2015,1.535,1.5308,1.5382,1.5302,0.24%,0.0250000000000001,1.5513,1.5202,1.84672,0.00109999999999744,1.5311
27-10-2015,1.5297,1.5353,1.536,1.5282,-0.35%,0.0250000000000001,1.5513,1.5202,1.84661,-0.000599999999998602,1.5429
28-10-2015,1.5261,1.5298,1.5347,1.5246,-0.24%,0.0250000000000001,1.5513,1.5202,1.84667,0.00199999999999889,1.5417
